WBAN|WMO|CallSign|ClimateDivisionCode|ClimateDivisionStateCode|ClimateDivisionStationCode|Name|State|Location|Latitude|Longitude|GroundHeight|StationHeight|Barometer|TimeZone
14825||FDY|01|33|2786|FINDLAY|OH|FINDLAY AIRPORT|41.014|-83.669|810|812|800|-5 
14826|72637|FNT|00|20|2846|FLINT|MI|BISHOP INTERNATIONAL AIRPORT|42.967|-83.749|770|766|783|-5 
14827|72533|FWA|03|12|3037|FORT WAYNE|IN|FORT WAYNE INTERNATIONAL AIRPORT|41.006|-85.206|826|828|806|-5 
14829||GSH||12|3413|GOSHEN|IN|GOSHEN MUNICIPAL AIRPORT|41.527|-85.792|825|827|830|-5 
14833||JXN|09|20|4150|JACKSON|MI|JAKSON CO-RYNOLDS FLD ARPT|42.260|-84.459|992|1020|1020|-5 
14834||JOT||||JOLIET|IL|JOLIET REGIONAL AIRPORT|41.518|-88.167|581|581||-6 
14835||LAF||||LAFAYETTE|IN|PURDUE UNIVERSITY AIRPORT|40.412|-86.937|596|637|604|-5 
14836|72539|LAN|09|20|4641|LANSING|MI|CAPITAL CITY AIRPORT|42.780|-84.579|860|874|882|-5 
14837|72641|MSN|08|47|4961|MADISON|WI|DANE CO REGIONAL-TRUAX FIELD AIRPORT|43.141|-89.345|859|866|860|-6 
14839|72640|MKE|09|47|5479|MILWAUKEE|WI|GENERAL MITCHELL INTERNATIONAL AP|42.947|-87.897|676|693|680|-6 
14840|72636|MKG|05|20|5712|MUSKEGON|MI|MUSKEGON COUNTY AIRPORT|43.171|-86.237|626|633|659|-5 
14841||PLN|03|20|6438|PELLSTON|MI|PELLSTON REGIONAL ARPT OF EMMET COUNTY ARPT|45.571|-84.796|705|715|715|-5 
14842|72532|PIA|04|11|6711|PEORIA|IL|GREATER PEORIA REGIONAL AIRPORT|40.668|-89.684|652|662|716|-6 
14845||MBS|07|20|7227|SAGINAW|MI|MBS INTERNATIONAL AIRPORT|43.533|-84.080|660|670|666|-5 
14847|72734|ANJ|02|20|7366|SAULT STE MARIE|MI|SAULT STE MARIE MUNI/SASN FIELD AP|46.467|-84.367|722|724|727|-5 
14848|72535|SBN|02|12|8187|SOUTH BEND|IN|SOUTH BEND REGIONAL AIRPORT|41.707|-86.333|776|773|780|-5 
14850||TVC|03|20|8251|TRAVERSE CITY|MI|CHERRY CAPITAL AIRPORT|44.741|-85.583|610|630|629|-5 
14852|72525|YNG|03|33|9406|YOUNGSTOWN/WARREN|OH|YOUNGSTOWN-WARREN REGIONAL AIRPORT|41.254|-80.674|1172|1186|1193|-5 
14853||YIP||||DETROIT|MI|WILLOW RUN AIRPORT|42.237|-83.230|708|716|709|-5 
14855|725306|KNBU||||GLENVIEW|IL|NAVAL AIR STATION|42.083|-87.817|641|653|647|-6 
14858|72744|CMX|01|20|3908|HANCOCK|MI|HOUGHTON COUNTY MEMO ARPT|47.169|-88.506|1060|1079|1073|-5 
14860|72526|ERI|00|36|2682|ERIE|PA|ERIE INTL/T. RIDGE FIELD AIRPORT|42.080|-80.183|728|737|756|-5 
14864||RQB||||BIG RAPIDS|MI|ROBEN-HOOD ARPT|43.723|-85.500|990|990||-5 
14880||UGN||||CHICAGO/WAUKEGAN|IL|WAUKEGAN REGIONAL AIRPORT|42.422|-87.868|712|727|735|-6 
14886||LNL||||Land O' Lakes|WI|Kings Land O' Lakes Airport|46.154|-89.212|99999|1074|99999|-6 
14891|72524|MFD|06|33|4865|MANSFIELD|OH|MANSFIELD LAHM REGIONAL AIRPORT|40.820|-82.518|1292|1312|1300|-5 
14894||HLG||||WHEELING|WV|WHEELING OHIO COUNTY ARPT|40.176|-80.647|1200|1195|1225|-5 
14895|72521|CAK|03|33|0058|AKRON|OH|AKRON-CANTON REGIONAL AIRPORT|40.918|-81.443|1208|1236|1274|-5 
14897|72646|AUW|02|47|8968|WAUSAU|WI|WAUSAU DOWNTOWN AIRPORT|44.929|-89.627|1202|1196|1202|-6 
14898|72645|GRB|06|47|3269|GREEN BAY|WI|AUSTIN STRAUBEL INTERNATIONAL AP|44.513|-88.120|688|702|685|-6 
14905||EAR||||KEARNEY|NE|KEARNEY MUNICIPAL AIRPORT|40.726|-99.000|2129|2129||-6 
14910||AXN|04|21|0112|ALEXANDRIA|MN|CHANDLER FIELD AIRPORT|45.883|-95.393|1420|1431|1424|-6 
14913|72745|DLH|03|21|2248|DULUTH|MN|DULUTH INTERNATIONAL AIRPORT|46.844|-92.194|1422|1417|1429|-6 
14914|72753|FAR|06|32|2859|FARGO|ND|HECTOR INTERNATIONAL AIRPORT|46.925|-96.811|895|899|911|-6 
14916||GFK||32|3616|GRAND FORKS|ND|GRAND FORKS INTERNATIONAL AIRPORT|47.949|-97.176|840|832|842|-6 
14918|72747|INL|02|21|4026|INTERNATIONAL FALLS|MN|FALLS INTERNATIONAL AIRPORT|48.566|-93.403|1184|1183|1185|-6 
14919||JMS||32|4413|JAMESTOWN|ND|JAMESTOWN REGIONAL AIRPORT|46.930|-98.678|1494|1494|1496|-6 
14920|72643|LSE|04|47|4370|LA CROSSE|WI|LA CROSSE MUNICIPAL AIRPORT|43.754|-91.256|652|656|658|-6 
14921||LNR||||LONE ROCK|WI|TRI-COUNTY REGIONAL ARPT|43.212|-90.181|714|721|716|-6 
14922|72658|MSP|06|21|5435|MINNEAPOLIS|MN|MINNEAPOLIS-ST PAUL INTERNATIONAL AP|44.883|-93.229|815|838|874|-6 
14923|72544|MLI|01|11|5751|MOLINE|IL|QUAD CITY INTERNATIONAL AIRPORT|41.465|-90.523|589|594|607|-6 
14925|72644|RST|09|21|7004|ROCHESTER|MN|ROCHESTER INTERNATIONAL AIRPORT|43.904|-92.492|1304|1320|1326|-6 
14926|72655|STC|05|21|7294|ST CLOUD|MN|ST CLOUD REGIONAL AIRPORT|45.545|-94.052|1018|1024|1024|-6 
14927||STP||21|7386|ST PAUL|MN|ST PAUL DWTWN HOLMAN FD AP|44.930|-93.048|702|711|711|-6 
14928||ILL||||WILLMAR|MN|WLMR MUNI-J L RICE FD ARPT|45.116|-95.084|1129|1129||-6 
14929|72659|ABR|03|39|0020|ABERDEEN|SD|ABERDEEN REGIONAL AIRPORT|45.450|-98.421|1295|1300|1306|-6 
14930||AIO||||ATLANTIC|IA|ATLANTIC MUNICIPAL AIRPORT|41.407|-95.034|1182|1182||-6 
14931||BRL|09|13|1063|BURLINGTON|IA|SE IOWA REGIONAL AIRPORT|40.783|-91.125|678|702|696|-6 
14933|72546|DSM|05|13|2203|DES MOINES|IA|DES MOINES INTERNATIONAL AIRPORT|41.538|-93.666|910|963|971|-6 
14935|72552|GRI|05|25|3395|GRAND ISLAND|NE|CENTRAL NEBRASKA REGIONAL AIRPORT|40.958|-98.313|1850|1856|1844|-6 
14936|72654|HON|07|39|4127|HURON|SD|HURON REGIONAL AIRPORT|44.385|-98.229|1282|1289|1284|-6 
14937||IOW||13|4106|IOWA CITY|IA|IOWA CITY MUNICIPAL ARPT|41.633|-91.543|650|668|653|-6 
14938||IRK||||KIRKSVILLE|MO|KIRKSVILLE REGIONAL ARPT|40.097|-92.543|960|965|964|-6 
14939|72551|LNK|06|25|4795|LINCOLN|NE|LINCOLN MUNICIPAL AIRPORT|40.831|-96.764|1170|1189|1204|-6 
14940||MCW|02|13|5235|MASON CITY|IA|MASON CITY MUNICIPAL ARPT|43.158|-93.331|1189|1225|1225|-6 
14941|72556|OFK|03|25|5995|NORFOLK|NE|KARL STEFAN MEMORIAL AIRPORT|41.981|-97.437|1562|1551|1537|-6 
14942|72550|OMA|06|25|6255|OMAHA|NE|EPPLEY AIRFIELD AIRPORT|41.310|-95.899|982|982|1028|-6 
14943|72557|SUX|04|13|7708|SIOUX CITY|IA|SIOUX GATEWAY/COL BUD DAY FIELD AP|42.391|-96.379|1090|1103|1139|-6 
14944|72651|FSD|09|39|7667|SIOUX FALLS|SD|JOE FOSS FIELD AIRPORT|43.577|-96.754|1422|1427|1428|-6 
14946||ATY|07|39|8932|WATERTOWN|SD|WATERTOWN MUNICIPAL ARPT|44.931|-97.154|1744|1740|1748|-6 
14949||OFF||||OMAHA|NE|OFFUTT AFB AIRPORT|41.118|-95.764|0|1048|0|-6 
14950||OTM|09|13|6389|OTTUMWA|IA|OTTUMWA INDUSTRIAL AIRPORT|41.107|-92.448|836|845|846|-6 
14954||MKT||||MANKATO|MN|MANKATO MUNICIPAL AIRPORT|44.221|-93.917|1020|1020||-6 
14958||BJI||||BEMIDJI|MN|BEMIDJI-BELTRAMI CO ARPT|47.509|-94.933|1390|1390||-6 
14966||CCY||||CHARLES CITY|IA|CHARLES CITY MUNICIPAL APT|43.073|-92.601|1125|1125||-6 
14972||SPW||||SPENCER|IA|SPENCER MUNICIPAL AIRPORT|43.164|-95.202|1338|1338|1326|-6 
14976||GGI||||GRINNELL|IA|GRINNELL REGIONAL AIRPORT|41.709|-92.735|0|1008|0|-6 
14989||JYR||||YORK|NE|YORK MUNICIPAL AIRPORT|40.897|-97.451|1670|1670||-6 
14990|72545|CID|06|13|1314|CEDAR RAPIDS|IA|THE EASTERN IOWA AIRPORT|41.884|-91.709|836|871|870|-6 
14991||EAU|04|47|2428|EAU CLAIRE|WI|CHIPPEWA VALLEY RGNL ARPT|44.865|-91.485|885|895|888|-6 
14992||RWF||21|6835|REDWOOD FALLS|MN|REDWOOD FALLS MUNI AIRPORT|44.547|-95.082|1025|1030|1024|-6 
14994||LXN||||LEXINGTON|NE|JIM KELLY FIELD AIRPORT|40.794|-99.768|2413|2413||-6 
14996||349||||WINNIPEG||WINNIPEG INT. AIRPORTMAN.|49.900|-97.233|784|784||-6 
15513||125||||CHEVERY||CHEVERY, QUE.|50.467|-59.633|20|20||-4 
15514||331||||Mary's Harbour||Mary's Harbour|52.300|-55.850|36|36||-4 
15515||280||||FEROLLE POINT||FEROLLE POINT METEOROLOGICAL AERO SYSTEM|51.017|-57.100|26|26||-4 
15517||326||||MAKKOVIK||MAKKOVIK AIRPORT|55.083|-59.183|233|233||-4 
15519||120||||ENGLEE||ENGLEE METEOROLOGICAL AERONAUTICAL SYSTEM|50.717|-56.117|95|95||-4 
15605||347||||KUUJJUAQ||KUUJJUAQ, QUE.|58.100|-68.417|121|121||-5 
15607||357||||GOOSE||GOOSE, NFLD.|53.317|-60.417|151|151||-4 
15628||350||||WABUSH LAKE||WABUSH LAKE, NFLD.|52.933|-66.867|1808|1808||-4 
15636||361||||SEPT-ILES||SEPT-ILES, QUE.|50.217|-66.267|180|180||-5 
15642||162||||HOPEDALE||HOPEDALE METEOROLOGICAL AERO SYSTEM|55.450|-60.233|26|26||-4 
15645||176||||POINTE NOIRE||POINTE NOIRE , QUE.|50.167|-66.433|82|82||-5 
15646||235||||ILE AUX PERROQUETS||ILE AUX PERROQUETS, QUE.|50.217|-64.217|30|30||-4 
15647||330||||SCHEFFERVILLE||SCHEFFERVILLE, QUE.|54.800|-66.800|1709|1709||-4 
15707||327||||LA GRANDE RIVIERE||LA GRANDE RIVIERE, QUE|53.633|-77.700|640|640||-5 
15710||194||||BONNARD 1||BONNARD 1, QUE.|50.733|-71.017|1631|1631||-5 
15806||343||||BIG TROUT LAKE||BIG TROUT LAKE|53.833|-89.867|735|735||-5 
15901||356||||CHURCHILL||CHURCHILL, MAN.|58.733|-94.067|92|92||-6 
15903||154||||GILLAM||GILLAM, MAN.|56.367|-94.700|476|476||-6 
15908||381||||RED LAKE||REK LAKE|51.067|-93.800|1230|1230||-6 
15918||152||||GYPSUMVILLE||GYPSUMVILLE|51.667|-98.750|869|869||-6 
15928||373||||GEORGE ISLAND||METEROLOGICAL AERONAUTICAL SYSTEM|52.800|-97.617|731|731||-6 
15930||252||||FISHER BRANCH||FISHER BRANCH MARINE AVIATION STATION|51.083|-97.550|830|830||-6 
15931||377||||PICKLE LAKE MAN||PICKLE LAKE MAN|51.450|-90.200|1266|1266||-6 
15932||113||||BERENS RIVER CS||BERENS RIVER CS , MAN.|52.350|-97.033|728|728||-6 
15933||173||||VICTORIA BEACH||VICTORIA BEACH|50.700|-96.567|722|722||-6 
15934||303||||GIMLI HARBOUR CS||GIMLI HARBOUR CS, MAN.|50.633|-96.983|712|712||-6 
15935||186||||GRAND RAPIDS||GRAND RAPIDS, MAN.|53.183|-99.267|732|732||-6 
16201|040180|NKU||||KEFLAVIK||NAVAL AIR STATION|63.983|-22.583|180|171|197|1 
16603||324||||IQALUIT||IQALUIT, N. W. T.|63.750|-68.550|112|112||-5 
16705||342||||CAPE DORSET||CAPE DORSET, N. W. T.|64.217|-76.533|167|167||-5 
17901||340||||RESOLUTE||RESOLUTE, N. W. T.|74.717|-94.983|220|220||-6 
21504|91285|ITO|02|51|1492|HILO|HI|HILO INTERNATIONAL AIRPORT|19.723|-155.051|30|36|47|-10 
21508||BSF||||CAMP POHAKULOA|HI|BRADSHAW ARMY AIRFIELD|19.753|-155.557|5905|5900|0|-10 
21510||KOA||||KAILUA/KONA|HI|KONA INTL AT KEAHOLE ARPT|19.736|-156.049|40|43|93|-10 
21514||379A||||MAUNA LOA 5 NNE|HI|MAUNA LOA OBSV.|19.535|-155.576|11176|11179|99999|-10 
21515||410A||||HILO 5 S|HI|UNIVERSITY OF HAWAII WAIAKEA|19.645|-155.083|619|622|99999|-10 
21603|91275|JON|01|91|4320|JOHNSTON ISLAND, JOHNSTON ATOLL|JQ|JOHNSTON ATOLL AIRPORT|16.731|-169.535|7|17|9|-11 
22001||DLF||||DEL RIO|TX|LAUGHLIN AFB AIRPORT|29.359|-100.778|0|1081|0|-6 
22010|72261|DRT|06|41|2360|DEL RIO|TX|DEL RIO INTERNATIONAL AIRPORT|29.367|-100.922|1008|1027|1029|-6 
22501|911620|HBK||||KEKAHA, KAUAI|HI|BARKING SANDS PACIFIC MISSILE RANGE FAC ARPT|22.025|-159.789|12|12|17|-10 
22508||HHI||||WAHIAWA|HI|WHEELER ARMY AIRFIELD|21.485|-158.040|99999|837|99999|-10 
22514|911780|BKH||||OAHU|HI|BARBERS POINT|21.300|-158.067|37|33|54|-10 
22516|91190|OGG|03|51|2572|KAHULUI|HI|KAHULUI AIRPORT|20.902|-156.433|51|50|44|-10 
22519|911760|NGF||||KANEOHE|HI|KANEOHE MCAS|21.451|-157.768|5|18|11|-10 
22521|91182|HNL|02|51|1919|HONOLULU|HI|HONOLULU INTERNATIONAL AIRPORT|21.328|-157.943|8|15|18|-10 
22524||LNY||||LANAI CITY|HI|LANAI AIRPORT|20.786|-156.951|0|1308|0|-10 
22534||MKK||||KAUNAKAKAI|HI|MOLOKAI AIRPORT|21.157|-157.099|440|444|456|-10 
22536|91165|LIH|02|51|5580|LIHUE|HI|LIHUE AIRPORT|21.979|-159.341|104|148|104|-10 
22551||JRF||||KAPOLEI|HI|KALAELOA AIRPORT (JOHN RODGERS FIELD)|21.317|-158.067|23|33|54|-10 
22552||JHM||||LAHAINA|HI|KAPTALUA AIRPORT|20.963|-156.673|0|256|0|-10 
22701||MDY||||SAND ISLAND, MIDWAY ISLAND|HI|HENDERSON FIELD AIRPORT|28.204|-177.379|0|13|0|-11 
23002||HMN||||ALAMOGORDO|NM|HOLLOMAN AFB AIRPORT|32.851|-106.102|0|4093|0|-7 
23007||CDS|02|41|1698|CHILDRESS|TX|CHILDRESS MUNICIPAL ARPT|34.434|-100.288|1947|1952|1953|-6 
23008||CVS||||CLOVIS|NM|CANNON AFB AIRPORT|34.383|-103.322|0|4295|0|-7 
23009|72268|ROW|07|29|7610|ROSWELL|NM|ROSWELL INTERNATIONAL AIR CENTER AP|33.308|-104.541|3625|3669|3652|-7 
23020||LBL||||LIBERAL|KS|LIBERAL MUNICIPAL AIRPORT|37.044|-100.960|2883|2883||-6 
23023|72265|MAF|01|41|5890|MIDLAND|TX|MIDLAND INTERNATIONAL AIRPORT|31.932|-102.208|2860|2862|2866|-6 
23033||SWW||||SWEETWATER|TX|AVENGER FIELD AIRPORT|32.467|-100.451|2385|2385||-6 
23034|72263|SJT|06|41|7943|SAN ANGELO|TX|SAN ANGELO REGIONAL/MATHS FIELD AP|31.351|-100.494|1908|1892|1894|-6 
23036||BKF||||AURORA|CO|BUCKLEY AIR FORCE BASE|39.702|-104.752|0|5662|0|-7 
23040||INK|05|41|9830|WINK|TX|WINKLER COUNTY AIRPORT|31.780|-103.201|2815|2820|2809|-6 
23042|72267|LBB|01|41|5411|LUBBOCK|TX|LUBBOCK INTERNATIONAL AIRPORT|33.668|-101.821|3245|3241|3259|-6 
23044|72270|ELP|05|41|2797|EL PASO|TX|EL PASO INTERNATIONAL AIRPORT|31.811|-106.376|3937|3916|3945|-7 
23047|72363|AMA|01|41|0211|AMARILLO|TX|AMARILLO RICK HUSBAND INTL AIRPORT|35.219|-101.706|3592|3604|3589|-6 
23048||TCC|03|29|9153|TUCUMCARI|NM|TUCUMCARI MUNICIPAL ARPT|35.182|-103.603|4037|4039|4056|-7 
23049||SAF||29|8078|SANTA FE|NM|SANTA FE MUNICIPAL AIRPORT|35.617|-106.089|6282|6344|6335|-7 
23050|72365|ABQ|05|29|0234|ALBUQUERQUE|NM|ALBUQUERQUE INTL SUNPORT AIRPORT|35.042|-106.616|5310|5314|5308|-7 
23051|72360|CAO|03|29|1887|CLAYTON|NM|CLAYTON MUNICIPAL AIRPARK AIRPORT|36.446|-103.154|4960|4972|4971|-7 
23052||RTN||||RATON|NM|RATON MUNI/CREWS FIELD APT|36.741|-104.502|6350|6349|6362|-7 
23054||LVS|02|29|4856|LAS VEGAS|NM|LAS VEGAS MUNICIPAL ARPT|35.654|-105.143|6866|6875|6862|-7 
23055||GDP||||GUADALUPE PASS|TX|GUADALUPE PASS AMOS|31.831|-104.809|5450|5456|5456|-7 
23061|72462|ALS|05|05|0130|ALAMOSA|CO|SAN LUIS VALLEY REGIONAL AIRPORT|37.436|-105.866|7533|7541|7536|-7 
23063||EGE|02|05|2454|EAGLE|CO|EAGLE CO REGIONAL AIRPORT|39.643|-106.918|6535|6535||-7 
23064||GCK||||GARDEN CITY|KS|GARDEN CITY REGIONAL ARPT|37.927|-100.725|2878|2882|2880|-6 
23065|72465|GLD|01|14|3153|GOODLAND|KS|RENNER FIELD/GOODLAND MINI AIRPORT|39.368|-101.693|3647|3688|3657|-7 
23066|72476|GJT|02|05|3488|GRAND JUNCTION|CO|WALKER FIELD AIRPORT|39.134|-108.538|4820|4839|4826|-7 
23067||LHX|01|05|4720|LA JUNTA|CO|LA JUNTA MUNICIPAL AIRPORT|38.051|-103.527|4200|4215|4194|-7 
23070||TAD||05|8434|TRINIDAD|CO|PERRY STOKES AIRPORT|37.259|-104.341|5738|5743|5749|-7 
23077||CVN||||CLOVIS|NM|CLOVIS MUNICIPAL AIRPORT|34.433|-103.067|4213|4213||-7 
23078||DMN||||DEMING|NM|DEMING MUNICIPAL AIRPORT|32.262|-107.721|4303|4324|4304|-7 
23081||GUP|01|29|3422|GALLUP|NM|GALLUP MUNICIPAL AIRPORT|35.511|-108.789|6462|6468|6469|-7 
23090||FMN||29|3128|FARMINGTON|NM|FOUR CORNERS REGIONAL ARPT|36.744|-108.229|5495|5502|5531|-7 
23091||FST||||FORT STOCKTON|TX|FORT STOCKTON-PECOS CO APT|30.915|-102.912|3009|3010|3015|-6 
23094||HOB||||HOBBS|NM|LEA COUNTY REGIONAL AIRPORT|32.688|-103.217|0|3661|0|-7 
23097||PVW||||PLAINVIEW|TX|HALE COUNTY AIRPORT|34.168|-101.717|3374|3374||-6 
23098||ECU||||ROCKSPRINGS|TX|EDWARDS COUNTY AIRPORT|29.947|-100.174|0|2372|0|-6 
23104||IWA||||PHOENIX|AZ|WILLIAMS GATEWAY AIRPORT|33.308|-111.650|1382|1382||-7 
23109||DMA||||TUCSON|AZ|DAVIS-MONTHAN AFB AIRPORT|32.166|-110.883|0|2704|0|-7 
23110|747020|NLC||||LEMOORE|CA|NAVAL AIR STATION|36.333|-119.950|236|234|243|-8 
23111||LUF||||GLENDALE|AZ|LUKE AFB AIRPORT|33.535|-112.383|0|1085|0|-7 
23112||LSV||||LAS VEGAS|NV|NELLIS AFB AIRPORT|36.236|-115.034|0|1868|0|-8 
23114||EDW||||EDWARDS|CA|EDWARDS AIR FORCE BASE|34.906|-117.884|0|2302|0|-8 
23119||RIV||||RIVERSIDE|CA|MARCH AIR RESERVE BASE|33.881|-117.259|0|1535|0|-8 
23129|72297|LGB|06|04|5085|LONG BEACH|CA|LONG BEACH / DAUGHERTY FIELD / AIRPORT|33.828|-118.163|31|40|37|-8 
23130||VNY||||VAN NUYS|CA|VAN NUYS AIRPORT|34.210|-118.489|783|799|806|-8 
23131||VCV||||VICTORVILLE|CA|SOUTHERN CALIFORNIA LOGISTICS AIRPORT|34.598|-117.383|99999|2885|99999|-8 
23136||CMA||||CAMARILLO|CA|CAMARILLO AIRPORT|34.217|-119.083|274|65|67|-8 
23149||PTV||||PORTERVILLE|CA|PORTERVILLE MUNICIPAL ARPT|36.029|-119.051|442|442||-8 
23152||BUR||||BURBANK|CA|BURBANK-GLENDALE-PASA ARPT|34.201|-118.359|728|732|734|-8 
23153||TPH|03|26|8170|TONOPAH|NV|TONOPAH AIRPORT|38.060|-117.087|5395|5434|5421|-8 
23154|72486|ELY|02|26|2631|ELY|NV|ELY AIRPORT/YELLAND FIELD/AIRPORT|39.295|-114.845|6248|6262|6255|-8 
23155|72384|BFL|05|04|0442|BAKERSFIELD|CA|MEADOWS FIELD AIRPORT|35.434|-119.056|489|492|512|-8 
23157|72480|BIH|07|04|0822|BISHOP|CA|BISHOP AIRPORT|37.373|-118.363|4102|4145|4112|-8 
23158||BLH|07|04|0927|BLYTHE|CA|BLYTHE AIRPORT|33.619|-114.717|395|392|394|-8 
23159||BCE|04|42|1002|BRYCE CANYON|UT|BRYCE CANYON AIRPORT|37.706|-112.146|7585|7589|7588|-7 
23160|72274|TUS|07|02|8820|TUCSON|AZ|TUCSON INTERNATIONAL AIRPORT|32.131|-110.955|2549|2555|2581|-7 
23161||DAG|07|04|2257|DAGGETT|CA|BARSTOW-DAGGETT AIRPORT|34.854|-116.787|1917|1929|1928|-8 
23162||DTA||||DELTA|UT|DELTA MUNICIPAL AIRPORT|39.383|-112.501|4755|4755||-7 
23169|72386|LAS|04|26|4436|LAS VEGAS|NV|MCCARRAN INTERNATIONAL AIRPORT|36.079|-115.155|2127|2180|2091|-8 
23170||4HV||||HANKSVILLE|UT|HANKSVILLE|38.371|-110.715|0|4444|0|-7 
23174|72295|LAX|06|04|5114|LOS ANGELES|CA|LOS ANGELES INTERNATIONAL AIRPORT|33.938|-118.406|112|326|326|-8 
23176|72475|MLF|01|42|5654|MILFORD|UT|MILFORD MUNICIPAL AIRPORT|38.443|-113.028|5027|5033|5035|-7 
23179||EED|61|04|6118|NEEDLES|CA|NEEDLES AIRPORT|34.766|-114.623|890|914|919|-8 
23182||PMD||||PALMDALE|CA|PDLE PRODN FLT/TST AF PLT|34.629|-118.084|2508|2582|2562|-8 
23183|72278|PHX|06|02|6481|PHOENIX|AZ|PHOENIX SKY HARBOR INTL AIRPORT|33.443|-111.990|1105|1107|1106|-7 
23184||PRC||||PRESCOTT|AZ|ERNEST A. LOVE FIELD ARPT|34.652|-112.421|5003|5052|5003|-7 
23185|72488|RNO|01|26|6779|RENO|NV|RENO/TAHOE INTERNATIONAL AIRPORT|39.484|-119.771|4410|4400|4407|-8 
23186||SGU||||ST GEORGE|UT|ST GEORGE MUNICIPAL ARPT|37.091|-113.584|2941|2941||-7 
23187|72383|SDB||04|7735|SANDBERG|CA|SANDBERG|34.744|-118.724|4510|4523|4519|-8 
23188|72290|SAN|06|04|7740|SAN DIEGO|CA|SAN DIEGO INTERNATIONAL AIRPORT|32.735|-117.169|13|28|81|-8 
23190|72392|SBA|06|04|7905|SANTA BARBARA|CA|SANTA BARBARA MUNICIPAL AIRPORT|34.426|-119.844|9|20|15|-8 
23191||AVX||||AVALON|CA|CATALINA AIRPORT|33.405|-118.416|1597|1602|1613|-8 
23194|72374|INW|02|02|9439|WINSLOW|AZ|WINSLOW-LINDBERGH REGIONAL AIRPORT|35.022|-110.722|4886|4883|4892|-7 
23195|699604|YUM|05|02|9660|YUMA|AZ|YUMA MARINE CORPS AIR STATION/YUMA INTL AIRPORT|32.657|-114.606|0|216||-7 
23199|722810|NJK||||EL CENTRO|CA|NAF|32.817|-115.667|-43|-43|-38|-8 
23202||SUU||||FAIRFIELD|CA|TRAVIS AIR FORCE BASE|38.263|-121.928|0|62|0|-8 
23206||MHR||||SACRAMENTO|CA|SACRAMENTO MATHER AIRPORT|38.554|-121.285|96|96||-8 
23213||STS||04|7965|SANTA ROSA|CA|SONOMA COUNTY AIRPORT|38.509|-122.812|117|148|133|-8 
23224||AUN||||AUBURN|CA|AUBURN MUNICIPAL AIRPORT|38.955|-121.082|1531|1531||-8 
23225|72584|BLU|02|04|0897|EMIGRANT GAP|CA|BLUE CANYON - NYACK ARPT|39.292|-120.708|5290|5283|5276|-8 
23230|72493|OAK||04|6335|OAKLAND|CA|METRO OAKLAND INTL AIRPORT|37.755|-122.221|3|88|88|-8 
23232|72483|SAC|02|04|7630|SACRAMENTO|CA|SACRAMENTO EXECUTIVE AIRPORT|38.513|-121.493|15|25|41|-8 
23233||SNS|04|04|7669|SALINAS|CA|SALINAS MUNICIPAL AIRPORT|36.663|-121.605|74|77|79|-8 
23234|72494|SFO|04|04|7769|SAN FRANCISCO|CA|SAN FRANCISCO INTERNATIONAL AIRPORT|37.620|-122.398|8|18|89|-8 
23237|72492|SCK|05|04|8558|STOCKTON|CA|STOCKTON METROPOLITAN AIRPORT|37.894|-121.237|26|27|27|-8 
23239|745060|KNGZ||||ALAMEDA|CA|NAVAL AIR STATION|34.617|-122.317|13|13|62|-8 
23240|724925|NRC||||CROWS LANDING|CA|NAVAL AUXILIARY LANDING FIELD|37.417|-121.100|152|186|146|-8 
23243||LPC||||LOMPOC|CA|LOMPOC AIRPORT|34.666|-120.467|87|87||-8 
23244|745090|NUQ||||MOUNTAIN VIEW|CA|MOFFETT FEDERAL AIRFLD APT|37.415|-122.048|34|34|47|-8 
23254||CCR||||CONCORD|CA|BUCHANAN FIELD AIRPORT|37.992|-122.052|18|60|40|-8 
23257||MCE||||MERCED|CA|MRCD MUNI/MACREADY FLD APT|37.285|-120.513|150|156|157|-8 
23258||MOD||04|5738|MODESTO|CA|MDSTO CTY-CO H SHAM FD APT|37.626|-120.953|73|97|100|-8 
23259||MRY||||MONTEREY|CA|MONTEREY PENINSULA AIRPORT|36.588|-121.845|165|220|219|-8 
23271||SACC|02|04|7633|SACRAMENTO|CA|DOWNTOWN|38.583|-121.500|25|25|25|-8 
23272||SFOC|04|04|7772|SAN FRANCISCO C.O.|CA|DOWNTOWN|37.767|-122.433|75|75|75|-8 
23273|72394|SMX|06|04|7946|SANTA MARIA|CA|SANTA MARIA PUB/CAPT G A HANCOCK AP|34.916|-120.465|242|238|245|-8 
23275||UKI||04|9127|UKIAH|CA|UKIAH MUNICIPAL AIRPORT|39.126|-123.201|603|626|628|-8 
23277||WVI||||WATSONVILLE|CA|WATSONVILLE MUNICIPAL ARPT|36.936|-121.789|160|160|146|-8 
23285||LVK||04|4997|LIVERMORE|CA|LIVERMORE MUNICIPAL ARPT|37.694|-121.817|393|397|389|-8 
23289||PAO||||PALO ALTO|CA|PALO ALTO AIRPORT OF SANTA CLARA COUNTY|37.461|-122.115|0|4|0|-8 
23293||SJC||04|7821|SAN JOSE|CA|N Y. MINETA SN JO INTL APT|37.362|-121.928|51|50|90|-8 
23901||RWV||||CALDWELL|TX|CALDWELL MUNICIPAL AIRPORT|30.516|-96.704|99999|391|99999|-6 
23902||SRE||||SEMINOLE|OK|SEMINOLE MUNICIPAL AIRPORT|35.275|-96.675|99999|1024|99999|-6 
